Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Unit_Price,Quantity,Payment_Method,City,State,Store_Type,Salesperson_ID,Total_Sale
TRX-44159,2020-09-18,CUST-8734,Grãos,Chocolate,15.71,13,Cartão de Débito,Brasília,RS,Minimercado,EMP-575,204.23000000000002
TRX-76900,2020-02-13,CUST-6961,Carnes,Coca-Cola,66.61,20,Cartão de Débito,Manaus,MG,Loja de Conveniência,EMP-263,1332.2
TRX-84233,2014-10-22,CUST-3395,Grãos,Arroz Branco,48.87,12,Cartão de Crédito,Curitiba,CE,Minimercado,EMP-164,586.4399999999999
TRX-58422,2016-04-02,CUST-4387,Carnes,Chocolate,36.76,16,Pix,São Paulo,SP,Hipermercado,EMP-205,588.16
TRX-78337,2023-11-27,CUST-5480,Doces,Arroz Branco,27.07,18,Boleto,Belo Horizonte,BA,Loja de Conveniência,EMP-474,487.26
TRX-95634,2021-02-17,CUST-5121,Laticínios,Batata Chips,52.12,12,Dinheiro,Fortaleza,CE,Supermercado,EMP-613,625.4399999999999
TRX-67658,2014-03-08,CUST-2263,Carnes,Arroz Branco,28.8,5,Cartão de Débito,Belo Horizonte,PE,Supermercado,EMP-776,144.0
TRX-64344,2015-06-24,CUST-2856,Laticínios,Arroz Branco,48.4,7,Boleto,Belo Horizonte,BA,Supermercado,EMP-349,338.8
TRX-26762,2012-10-19,CUST-3639,Snacks,Arroz Branco,51.75,19,Cartão de Débito,São Paulo,MG,Hipermercado,EMP-284,983.25
TRX-63143,2020-10-19,CUST-1305,Grãos,Arroz Branco,66.51,10,Cartão de Crédito,Curitiba,CE,Loja de Conveniência,EMP-988,665.1
TRX-32356,2019-04-27,CUST-7730,Carnes,Batata Chips,79.67,6,Boleto,Manaus,RS,Minimercado,EMP-841,478.02
TRX-54914,2022-08-20,CUST-2127,Snacks,Leite Integral,39.16,4,Cartão de Crédito,Curitiba,AM,Loja de Conveniência,EMP-946,156.64
TRX-89365,2014-02-06,CUST-8796,Carnes,Filé de Frango,4.86,18,Boleto,Rio de Janeiro,RJ,Loja de Conveniência,EMP-775,87.48
TRX-89098,2014-09-27,CUST-1019,Doces,Arroz Branco,65.27,17,Pix,Recife,SP,Loja de Conveniência,EMP-334,1109.59
TRX-73192,2024-07-12,CUST-2600,Laticínios,Batata Chips,26.2,8,Cartão de Crédito,Porto Alegre,DF,Loja de Conveniência,EMP-363,209.6
TRX-10716,2015-12-24,CUST-1116,Carnes,Filé de Frango,12.67,1,Pix,Curitiba,PE,Loja de Conveniência,EMP-470,12.67
TRX-30287,2013-07-21,CUST-5155,Frios,Chocolate,54.07,19,Dinheiro,Brasília,RS,Loja de Conveniência,EMP-873,1027.33
TRX-64162,2015-09-26,CUST-8904,Snacks,Queijo Mussarela,56.35,16,Dinheiro,Porto Alegre,DF,Hipermercado,EMP-892,901.6
TRX-62183,2023-12-05,CUST-2951,Grãos,Batata Chips,45.21,6,Cartão de Crédito,Curitiba,AM,Loja de Conveniência,EMP-904,271.26
TRX-82165,2017-10-23,CUST-1852,Snacks,Leite Integral,96.49,1,Cartão de Crédito,Belo Horizonte,CE,Loja de Conveniência,EMP-190,96.49
TRX-44483,2013-04-12,CUST-2311,Carnes,Coca-Cola,72.72,13,Boleto,Manaus,RS,Supermercado,EMP-892,945.36
TRX-93924,2014-08-15,CUST-1175,Snacks,Chocolate,66.03,17,Dinheiro,Curitiba,SP,Minimercado,EMP-729,1122.51
TRX-98345,2014-01-12,CUST-4919,Grãos,Coca-Cola,97.59,3,Dinheiro,Salvador,PE,Loja de Conveniência,EMP-515,292.77
TRX-36255,2021-09-01,CUST-2124,Bebidas,Filé de Frango,29.16,18,Boleto,Recife,PE,Hipermercado,EMP-331,524.88
TRX-35496,2021-08-13,CUST-1076,Frios,Batata Chips,41.31,4,Boleto,Rio de Janeiro,AM,Hipermercado,EMP-448,165.24
TRX-77277,2013-05-18,CUST-5098,Grãos,Leite Integral,96.64,19,Pix,Curitiba,PE,Loja de Conveniência,EMP-797,1836.16
TRX-86916,2019-01-16,CUST-2904,Frios,Coca-Cola,38.88,8,Cartão de Débito,Recife,BA,Hipermercado,EMP-628,311.04
TRX-11274,2020-12-27,CUST-5314,Snacks,Queijo Mussarela,10.21,11,Cartão de Crédito,Manaus,MG,Loja de Conveniência,EMP-421,112.31
TRX-38647,2017-10-09,CUST-3994,Grãos,Arroz Branco,93.1,7,Pix,Curitiba,PR,Minimercado,EMP-993,651.6999999999999
TRX-37102,2016-04-07,CUST-5091,Doces,Filé de Frango,36.25,4,Cartão de Crédito,Rio de Janeiro,CE,Supermercado,EMP-882,145.0
TRX-15539,2020-08-12,CUST-6167,Laticínios,Filé de Frango,87.01,16,Cartão de Débito,Manaus,RS,Loja de Conveniência,EMP-327,1392.16
TRX-85584,2024-03-02,CUST-9613,Doces,Leite Integral,48.35,18,Cartão de Crédito,Manaus,PE,Loja de Conveniência,EMP-981,870.3000000000001
TRX-32911,2022-08-04,CUST-9490,Laticínios,Queijo Mussarela,69.23,1,Cartão de Débito,Salvador,DF,Supermercado,EMP-433,69.23
TRX-90318,2017-05-06,CUST-9987,Frios,Batata Chips,27.67,20,Dinheiro,Recife,MG,Loja de Conveniência,EMP-534,553.4000000000001
TRX-64931,2015-12-25,CUST-7099,Frios,Chocolate,40.66,15,Cartão de Débito,Brasília,MG,Minimercado,EMP-933,609.9
TRX-45382,2013-04-18,CUST-8081,Doces,Leite Integral,20.41,5,Pix,São Paulo,MG,Loja de Conveniência,EMP-611,102.05
TRX-92660,2014-09-18,CUST-6172,Doces,Leite Integral,30.7,18,Boleto,São Paulo,BA,Supermercado,EMP-807,552.6
TRX-17869,2014-04-27,CUST-5166,Laticínios,Chocolate,63.36,15,Dinheiro,Porto Alegre,PE,Hipermercado,EMP-673,950.4
TRX-43779,2020-06-01,CUST-7746,Bebidas,Queijo Mussarela,86.87,20,Cartão de Débito,Brasília,DF,Minimercado,EMP-899,1737.4
TRX-56544,2016-06-22,CUST-9363,Laticínios,Chocolate,73.92,3,Pix,Brasília,RS,Loja de Conveniência,EMP-746,221.76
TRX-31964,2014-11-26,CUST-6527,Laticínios,Arroz Branco,61.62,13,Cartão de Crédito,Rio de Janeiro,MG,Hipermercado,EMP-333,801.06
TRX-51533,2017-11-10,CUST-5382,Carnes,Arroz Branco,40.15,15,Dinheiro,Brasília,AM,Loja de Conveniência,EMP-523,602.25
TRX-34102,2014-01-05,CUST-4844,Grãos,Queijo Mussarela,94.1,3,Cartão de Débito,Belo Horizonte,BA,Supermercado,EMP-197,282.29999999999995
TRX-72021,2013-09-02,CUST-1431,Doces,Leite Integral,52.87,3,Cartão de Crédito,Porto Alegre,DF,Minimercado,EMP-186,158.60999999999999
TRX-61097,2022-05-08,CUST-5053,Grãos,Queijo Mussarela,44.87,5,Cartão de Débito,Manaus,MG,Supermercado,EMP-135,224.35
TRX-56771,2022-06-28,CUST-8801,Laticínios,Chocolate,54.52,9,Boleto,Fortaleza,MG,Minimercado,EMP-705,490.68
TRX-69840,2021-11-24,CUST-8126,Carnes,Arroz Branco,64.31,10,Dinheiro,Fortaleza,AM,Minimercado,EMP-924,643.1
TRX-67915,2013-05-12,CUST-7753,Frios,Batata Chips,31.05,1,Boleto,Belo Horizonte,PE,Hipermercado,EMP-580,31.05
TRX-11090,2020-12-16,CUST-8816,Frios,Coca-Cola,76.82,10,Boleto,Curitiba,SP,Hipermercado,EMP-293,768.1999999999999
TRX-83472,2018-07-13,CUST-5094,Snacks,Arroz Branco,73.97,13,Pix,Curitiba,RS,Supermercado,EMP-532,961.61
TRX-41399,2022-09-25,CUST-5454,Frios,Arroz Branco,74.55,9,Pix,Curitiba,RJ,Minimercado,EMP-239,670.9499999999999
TRX-24464,2016-11-15,CUST-8418,Frios,Arroz Branco,62.65,7,Dinheiro,São Paulo,MG,Supermercado,EMP-647,438.55
TRX-34371,2012-02-10,CUST-5410,Snacks,Arroz Branco,44.4,1,Cartão de Débito,Rio de Janeiro,MG,Supermercado,EMP-605,44.4
TRX-54815,2015-07-10,CUST-9165,Frios,Leite Integral,70.0,2,Dinheiro,Rio de Janeiro,MG,Supermercado,EMP-372,140.0
TRX-61435,2024-02-18,CUST-8702,Snacks,Batata Chips,89.67,9,Pix,São Paulo,RJ,Minimercado,EMP-494,807.03
TRX-68059,2024-04-24,CUST-1549,Snacks,Leite Integral,73.8,4,Boleto,Curitiba,CE,Loja de Conveniência,EMP-797,295.2
TRX-52344,2016-03-21,CUST-1691,Grãos,Filé de Frango,52.57,9,Pix,Porto Alegre,PR,Hipermercado,EMP-153,473.13
TRX-38545,2022-02-08,CUST-8113,Frios,Coca-Cola,17.57,9,Boleto,Rio de Janeiro,BA,Minimercado,EMP-109,158.13
TRX-86162,2012-12-16,CUST-3539,Frios,Chocolate,9.86,6,Pix,Rio de Janeiro,DF,Hipermercado,EMP-877,59.16
TRX-17871,2022-01-12,CUST-3521,Grãos,Filé de Frango,79.36,5,Pix,Curitiba,PE,Hipermercado,EMP-924,396.8
TRX-35292,2019-01-23,CUST-7189,Frios,Arroz Branco,14.34,2,Pix,Fortaleza,AM,Hipermercado,EMP-655,28.68
TRX-74237,2023-04-19,CUST-4057,Carnes,Queijo Mussarela,33.04,15,Dinheiro,Brasília,AM,Minimercado,EMP-170,495.59999999999997
TRX-30319,2020-08-10,CUST-5314,Carnes,Queijo Mussarela,45.95,17,Pix,Belo Horizonte,SP,Hipermercado,EMP-894,781.1500000000001
TRX-41298,2021-06-24,CUST-2037,Grãos,Filé de Frango,82.09,7,Boleto,Fortaleza,AM,Minimercado,EMP-727,574.63
TRX-52283,2016-07-21,CUST-6276,Bebidas,Coca-Cola,52.8,3,Cartão de Crédito,Belo Horizonte,MG,Supermercado,EMP-306,158.39999999999998
TRX-73618,2013-04-04,CUST-1521,Carnes,Arroz Branco,83.79,16,Boleto,Brasília,DF,Hipermercado,EMP-150,1340.64
TRX-38930,2017-10-23,CUST-2161,Bebidas,Batata Chips,65.92,3,Pix,São Paulo,PE,Loja de Conveniência,EMP-941,197.76
TRX-17641,2017-10-09,CUST-9667,Bebidas,Arroz Branco,7.97,10,Cartão de Crédito,Curitiba,AM,Supermercado,EMP-203,79.7
TRX-40279,2023-09-13,CUST-4104,Snacks,Filé de Frango,66.03,19,Cartão de Débito,Manaus,AM,Loja de Conveniência,EMP-864,1254.57
TRX-93705,2013-10-12,CUST-8515,Grãos,Arroz Branco,43.28,4,Cartão de Débito,Belo Horizonte,AM,Loja de Conveniência,EMP-616,173.12
TRX-96184,2017-03-18,CUST-8258,Frios,Queijo Mussarela,55.46,11,Dinheiro,Salvador,BA,Hipermercado,EMP-723,610.0600000000001
TRX-83812,2015-09-07,CUST-7145,Doces,Filé de Frango,92.69,9,Dinheiro,Fortaleza,CE,Loja de Conveniência,EMP-100,834.21
TRX-14543,2023-05-20,CUST-1267,Carnes,Batata Chips,99.35,10,Cartão de Crédito,Porto Alegre,PR,Minimercado,EMP-976,993.5
TRX-12844,2017-12-27,CUST-5521,Carnes,Filé de Frango,56.08,19,Cartão de Débito,Rio de Janeiro,SP,Loja de Conveniência,EMP-464,1065.52
TRX-28141,2014-05-12,CUST-5093,Snacks,Queijo Mussarela,81.3,3,Boleto,Salvador,DF,Minimercado,EMP-851,243.89999999999998
TRX-52558,2013-08-06,CUST-8999,Doces,Arroz Branco,70.58,4,Boleto,Porto Alegre,SP,Loja de Conveniência,EMP-180,282.32
TRX-17329,2024-06-12,CUST-8115,Laticínios,Chocolate,12.93,8,Boleto,São Paulo,BA,Supermercado,EMP-412,103.44
TRX-15397,2020-06-18,CUST-3450,Frios,Filé de Frango,70.08,5,Cartão de Crédito,Salvador,CE,Supermercado,EMP-327,350.4
TRX-47982,2018-07-05,CUST-3165,Frios,Coca-Cola,48.11,2,Boleto,Salvador,RS,Supermercado,EMP-508,96.22
TRX-66949,2020-12-05,CUST-3209,Laticínios,Filé de Frango,20.61,13,Boleto,Curitiba,AM,Minimercado,EMP-348,267.93
TRX-44898,2013-07-11,CUST-2467,Bebidas,Arroz Branco,41.94,12,Dinheiro,Curitiba,PE,Hipermercado,EMP-708,503.28
TRX-13172,2022-05-06,CUST-6729,Carnes,Chocolate,99.03,15,Boleto,Belo Horizonte,CE,Supermercado,EMP-937,1485.45
TRX-36173,2015-11-12,CUST-3555,Doces,Arroz Branco,85.42,4,Cartão de Crédito,Curitiba,DF,Minimercado,EMP-989,341.68
TRX-11800,2016-06-23,CUST-2823,Frios,Leite Integral,47.65,11,Cartão de Débito,Manaus,PR,Minimercado,EMP-659,524.15
TRX-43902,2020-09-16,CUST-3315,Grãos,Arroz Branco,67.16,13,Boleto,Manaus,SP,Hipermercado,EMP-274,873.0799999999999
TRX-47226,2012-04-26,CUST-5444,Bebidas,Leite Integral,65.82,1,Cartão de Crédito,Salvador,RS,Hipermercado,EMP-985,65.82
TRX-12500,2013-05-28,CUST-7332,Snacks,Leite Integral,51.35,4,Dinheiro,Fortaleza,DF,Supermercado,EMP-290,205.4
TRX-75621,2015-08-18,CUST-1352,Bebidas,Batata Chips,92.3,10,Dinheiro,Fortaleza,BA,Minimercado,EMP-118,923.0
TRX-99694,2017-06-12,CUST-5953,Snacks,Filé de Frango,28.31,2,Dinheiro,Salvador,SP,Hipermercado,EMP-330,56.62
TRX-54798,2014-07-22,CUST-3248,Bebidas,Arroz Branco,38.84,20,Cartão de Débito,Salvador,PR,Minimercado,EMP-536,776.8000000000001
TRX-89346,2016-06-15,CUST-9883,Snacks,Batata Chips,65.59,19,Boleto,Curitiba,MG,Hipermercado,EMP-805,1246.21
TRX-78656,2023-03-14,CUST-3378,Grãos,Filé de Frango,91.79,11,Cartão de Crédito,Manaus,AM,Supermercado,EMP-288,1009.69
TRX-29073,2017-12-01,CUST-6221,Laticínios,Leite Integral,31.03,9,Cartão de Débito,Curitiba,RJ,Minimercado,EMP-289,279.27
TRX-90213,2012-10-09,CUST-4783,Carnes,Batata Chips,23.86,1,Dinheiro,Rio de Janeiro,CE,Minimercado,EMP-614,23.86
TRX-71441,2021-12-21,CUST-7126,Snacks,Chocolate,39.36,16,Cartão de Débito,Belo Horizonte,PR,Minimercado,EMP-133,629.76
TRX-11967,2018-05-14,CUST-4646,Grãos,Arroz Branco,98.84,7,Cartão de Crédito,Belo Horizonte,CE,Loja de Conveniência,EMP-804,691.88
TRX-69971,2017-04-14,CUST-7633,Doces,Coca-Cola,61.19,13,Dinheiro,Salvador,DF,Supermercado,EMP-633,795.47
TRX-69193,2013-08-27,CUST-1694,Snacks,Filé de Frango,54.25,2,Boleto,Salvador,AM,Supermercado,EMP-294,108.5
TRX-67613,2016-07-10,CUST-5684,Laticínios,Batata Chips,42.82,20,Cartão de Crédito,Manaus,MG,Loja de Conveniência,EMP-949,856.4
TRX-69204,2022-02-24,CUST-9202,Bebidas,Batata Chips,78.09,18,Cartão de Débito,Salvador,BA,Hipermercado,EMP-561,1405.6200000000001
TRX-33445,2012-08-19,CUST-4308,Laticínios,Coca-Cola,25.76,6,Cartão de Crédito,Rio de Janeiro,RJ,Loja de Conveniência,EMP-749,154.56
TRX-21181,2017-09-23,CUST-7292,Grãos,Chocolate,97.54,20,Cartão de Débito,Salvador,AM,Loja de Conveniência,EMP-144,1950.8000000000002
TRX-32398,2024-06-19,CUST-3459,Snacks,Chocolate,15.32,2,Pix,Porto Alegre,RS,Loja de Conveniência,EMP-395,30.64
TRX-33684,2022-02-05,CUST-4323,Bebidas,Filé de Frango,76.77,1,Pix,Fortaleza,CE,Supermercado,EMP-722,76.77
TRX-41179,2019-04-19,CUST-8794,Laticínios,Leite Integral,44.75,20,Boleto,São Paulo,PR,Hipermercado,EMP-734,895.0
TRX-83079,2022-04-02,CUST-4028,Snacks,Coca-Cola,65.67,2,Cartão de Débito,São Paulo,DF,Hipermercado,EMP-439,131.34
TRX-16426,2013-02-14,CUST-3920,Snacks,Arroz Branco,29.15,20,Boleto,Manaus,MG,Loja de Conveniência,EMP-867,583.0
TRX-57210,2021-01-03,CUST-5903,Frios,Queijo Mussarela,89.86,3,Pix,Manaus,RJ,Hipermercado,EMP-582,269.58
TRX-25993,2014-12-28,CUST-5496,Frios,Filé de Frango,41.96,7,Cartão de Débito,Brasília,SP,Supermercado,EMP-685,293.72
TRX-92441,2023-09-03,CUST-8924,Grãos,Arroz Branco,60.87,10,Pix,Brasília,PE,Hipermercado,EMP-638,608.6999999999999
TRX-91689,2021-06-05,CUST-9132,Carnes,Arroz Branco,63.55,16,Cartão de Débito,Brasília,PR,Hipermercado,EMP-298,1016.8
TRX-25493,2012-01-15,CUST-2932,Grãos,Chocolate,21.53,20,Pix,Salvador,SP,Hipermercado,EMP-458,430.6
TRX-93558,2020-04-01,CUST-4296,Grãos,Queijo Mussarela,26.19,3,Dinheiro,Porto Alegre,AM,Hipermercado,EMP-885,78.57000000000001
TRX-24920,2012-11-11,CUST-6592,Laticínios,Arroz Branco,57.32,1,Cartão de Débito,Curitiba,PE,Hipermercado,EMP-788,57.32
TRX-72193,2019-01-21,CUST-3224,Laticínios,Batata Chips,63.09,18,Dinheiro,Fortaleza,BA,Supermercado,EMP-955,1135.6200000000001
TRX-49235,2020-10-24,CUST-6169,Carnes,Filé de Frango,2.85,19,Dinheiro,Recife,RJ,Minimercado,EMP-387,54.15
TRX-54453,2012-07-21,CUST-9753,Doces,Batata Chips,57.53,13,Cartão de Débito,Brasília,RJ,Hipermercado,EMP-822,747.89
TRX-14145,2017-05-14,CUST-2422,Laticínios,Batata Chips,37.79,10,Cartão de Débito,Manaus,RS,Minimercado,EMP-214,377.9
TRX-14901,2017-04-03,CUST-8270,Carnes,Coca-Cola,80.1,17,Cartão de Débito,Curitiba,PE,Loja de Conveniência,EMP-850,1361.6999999999998
TRX-50679,2020-06-05,CUST-2609,Doces,Filé de Frango,68.0,5,Cartão de Débito,São Paulo,CE,Loja de Conveniência,EMP-830,340.0
TRX-25182,2020-01-10,CUST-1721,Grãos,Chocolate,59.83,3,Dinheiro,Fortaleza,SP,Supermercado,EMP-633,179.49
TRX-96374,2024-12-10,CUST-1368,Carnes,Chocolate,31.9,7,Dinheiro,Curitiba,PR,Hipermercado,EMP-383,223.29999999999998
TRX-51831,2020-08-22,CUST-2927,Frios,Batata Chips,16.59,4,Cartão de Crédito,Brasília,AM,Supermercado,EMP-311,66.36
TRX-55916,2020-09-11,CUST-5440,Snacks,Arroz Branco,80.6,19,Cartão de Débito,Belo Horizonte,RJ,Hipermercado,EMP-727,1531.3999999999999
TRX-80854,2017-08-02,CUST-3131,Bebidas,Leite Integral,90.43,2,Cartão de Crédito,Salvador,SP,Supermercado,EMP-536,180.86
TRX-33459,2018-12-20,CUST-8304,Carnes,Queijo Mussarela,31.93,7,Boleto,Rio de Janeiro,CE,Minimercado,EMP-195,223.51
TRX-71377,2024-02-15,CUST-6085,Grãos,Arroz Branco,71.31,15,Pix,Curitiba,PR,Minimercado,EMP-981,1069.65
TRX-43823,2021-06-13,CUST-4004,Grãos,Arroz Branco,33.7,11,Pix,Fortaleza,SP,Supermercado,EMP-586,370.70000000000005
TRX-56064,2013-08-15,CUST-3798,Frios,Chocolate,35.51,19,Cartão de Débito,Manaus,RJ,Loja de Conveniência,EMP-937,674.6899999999999
TRX-24022,2023-06-18,CUST-2162,Doces,Queijo Mussarela,53.74,13,Boleto,Salvador,PR,Minimercado,EMP-661,698.62
TRX-73225,2014-07-03,CUST-6582,Snacks,Chocolate,69.71,14,Pix,Brasília,PE,Minimercado,EMP-277,975.9399999999999
TRX-97766,2022-02-24,CUST-8972,Bebidas,Filé de Frango,60.01,11,Boleto,Rio de Janeiro,CE,Minimercado,EMP-415,660.11
TRX-19123,2018-10-04,CUST-7208,Frios,Leite Integral,64.85,2,Cartão de Crédito,Curitiba,MG,Supermercado,EMP-875,129.7
TRX-96623,2014-03-15,CUST-9704,Frios,Leite Integral,61.94,15,Cartão de Débito,Curitiba,PE,Hipermercado,EMP-683,929.0999999999999
TRX-99071,2024-05-14,CUST-6640,Bebidas,Filé de Frango,1.8,17,Pix,Belo Horizonte,RS,Supermercado,EMP-478,30.6
TRX-16963,2020-01-23,CUST-6885,Bebidas,Chocolate,28.94,1,Cartão de Débito,Salvador,DF,Loja de Conveniência,EMP-740,28.94
TRX-60173,2017-07-13,CUST-8130,Carnes,Batata Chips,66.59,16,Cartão de Débito,Curitiba,AM,Loja de Conveniência,EMP-963,1065.44
TRX-64687,2017-03-10,CUST-3056,Snacks,Coca-Cola,8.1,1,Cartão de Débito,Fortaleza,BA,Minimercado,EMP-186,8.1
TRX-94180,2014-07-28,CUST-8471,Doces,Arroz Branco,60.84,14,Boleto,Belo Horizonte,CE,Loja de Conveniência,EMP-665,851.76
TRX-60425,2019-06-08,CUST-4044,Laticínios,Filé de Frango,1.74,16,Cartão de Débito,Manaus,RS,Loja de Conveniência,EMP-659,27.84
TRX-58099,2021-01-02,CUST-8917,Grãos,Queijo Mussarela,12.2,16,Cartão de Crédito,Belo Horizonte,AM,Hipermercado,EMP-576,195.2
TRX-20254,2020-09-20,CUST-2449,Snacks,Leite Integral,63.44,3,Boleto,Brasília,RS,Supermercado,EMP-451,190.32
TRX-11413,2020-08-15,CUST-9399,Laticínios,Filé de Frango,73.65,14,Dinheiro,Porto Alegre,RS,Minimercado,EMP-136,1031.1000000000001
TRX-88333,2023-12-10,CUST-5267,Bebidas,Arroz Branco,47.84,6,Boleto,São Paulo,RS,Supermercado,EMP-393,287.04
TRX-20814,2019-03-17,CUST-2259,Doces,Chocolate,28.51,5,Boleto,Porto Alegre,RS,Hipermercado,EMP-114,142.55
TRX-24621,2023-10-06,CUST-3476,Grãos,Leite Integral,37.61,6,Dinheiro,Curitiba,CE,Minimercado,EMP-918,225.66
TRX-14337,2020-06-03,CUST-3376,Carnes,Chocolate,16.26,16,Pix,Salvador,PR,Loja de Conveniência,EMP-843,260.16
TRX-31926,2022-04-19,CUST-6653,Bebidas,Arroz Branco,27.18,4,Cartão de Crédito,Belo Horizonte,CE,Loja de Conveniência,EMP-587,108.72
TRX-72425,2016-12-25,CUST-9724,Snacks,Leite Integral,68.67,13,Pix,Porto Alegre,MG,Loja de Conveniência,EMP-112,892.71
TRX-68827,2016-07-22,CUST-6172,Carnes,Arroz Branco,95.63,4,Boleto,Recife,BA,Hipermercado,EMP-443,382.52
TRX-45007,2016-02-09,CUST-7408,Laticínios,Chocolate,67.85,8,Boleto,Curitiba,AM,Hipermercado,EMP-793,542.8
TRX-33582,2023-06-18,CUST-1173,Grãos,Coca-Cola,83.34,1,Pix,Rio de Janeiro,AM,Supermercado,EMP-801,83.34
TRX-56073,2019-04-24,CUST-5641,Frios,Batata Chips,4.37,20,Cartão de Crédito,São Paulo,DF,Minimercado,EMP-713,87.4
TRX-25963,2022-12-04,CUST-2415,Doces,Filé de Frango,13.86,19,Cartão de Débito,Rio de Janeiro,MG,Hipermercado,EMP-401,263.34
TRX-96570,2019-02-21,CUST-8429,Frios,Chocolate,43.27,11,Dinheiro,Belo Horizonte,RJ,Hipermercado,EMP-895,475.97
TRX-60174,2012-07-11,CUST-1984,Frios,Chocolate,27.2,15,Cartão de Crédito,Fortaleza,PR,Loja de Conveniência,EMP-282,408.0
TRX-74494,2022-02-05,CUST-9857,Doces,Leite Integral,22.62,4,Pix,Porto Alegre,RJ,Supermercado,EMP-174,90.48
TRX-84887,2013-12-09,CUST-8305,Bebidas,Leite Integral,15.74,1,Cartão de Crédito,Salvador,RS,Minimercado,EMP-816,15.74
TRX-61292,2017-10-01,CUST-9444,Grãos,Chocolate,49.58,14,Pix,Rio de Janeiro,AM,Minimercado,EMP-103,694.12
TRX-73185,2018-02-19,CUST-9770,Frios,Queijo Mussarela,68.5,13,Cartão de Crédito,Rio de Janeiro,PE,Hipermercado,EMP-182,890.5
TRX-48005,2019-11-07,CUST-3893,Carnes,Coca-Cola,96.78,7,Dinheiro,Salvador,RJ,Hipermercado,EMP-598,677.46
TRX-92941,2013-08-24,CUST-4104,Snacks,Coca-Cola,20.12,19,Cartão de Débito,Fortaleza,BA,Supermercado,EMP-911,382.28000000000003
TRX-94332,2020-05-16,CUST-9748,Doces,Chocolate,45.48,1,Cartão de Crédito,Recife,SP,Hipermercado,EMP-906,45.48
TRX-15611,2023-07-04,CUST-4468,Doces,Arroz Branco,67.06,15,Boleto,Belo Horizonte,DF,Minimercado,EMP-173,1005.9000000000001
TRX-28558,2012-08-21,CUST-1312,Laticínios,Filé de Frango,5.53,5,Cartão de Crédito,Belo Horizonte,SP,Hipermercado,EMP-940,27.650000000000002
TRX-22752,2024-08-20,CUST-3796,Doces,Filé de Frango,7.33,4,Cartão de Crédito,Fortaleza,DF,Minimercado,EMP-164,29.32
TRX-36560,2024-07-11,CUST-7586,Frios,Coca-Cola,97.61,19,Boleto,Belo Horizonte,PE,Minimercado,EMP-882,1854.59
TRX-87736,2012-03-11,CUST-2035,Bebidas,Queijo Mussarela,14.98,14,Cartão de Débito,Recife,AM,Minimercado,EMP-549,209.72
TRX-86282,2015-01-05,CUST-2637,Doces,Chocolate,63.59,13,Cartão de Débito,São Paulo,CE,Supermercado,EMP-106,826.6700000000001
TRX-33516,2012-02-23,CUST-5648,Laticínios,Arroz Branco,80.93,16,Cartão de Débito,Curitiba,MG,Hipermercado,EMP-635,1294.88
TRX-64005,2019-04-06,CUST-1616,Carnes,Batata Chips,72.0,20,Cartão de Crédito,Porto Alegre,PE,Loja de Conveniência,EMP-104,1440.0
TRX-40885,2020-04-04,CUST-9686,Bebidas,Filé de Frango,36.83,18,Boleto,Curitiba,CE,Minimercado,EMP-383,662.9399999999999
TRX-35391,2012-02-26,CUST-3444,Grãos,Chocolate,96.89,16,Pix,Belo Horizonte,MG,Supermercado,EMP-155,1550.24
TRX-57735,2022-05-07,CUST-8121,Frios,Queijo Mussarela,62.07,15,Cartão de Crédito,Rio de Janeiro,SP,Minimercado,EMP-261,931.05
TRX-13809,2024-08-17,CUST-2901,Bebidas,Batata Chips,72.42,19,Boleto,Recife,BA,Minimercado,EMP-865,1375.98
TRX-52688,2022-04-25,CUST-2804,Frios,Batata Chips,10.71,14,Cartão de Débito,Salvador,PR,Supermercado,EMP-582,149.94
TRX-73492,2021-01-14,CUST-3374,Snacks,Filé de Frango,46.04,13,Dinheiro,Belo Horizonte,CE,Minimercado,EMP-747,598.52
TRX-45349,2017-04-11,CUST-3084,Bebidas,Arroz Branco,57.3,9,Cartão de Débito,Rio de Janeiro,CE,Loja de Conveniência,EMP-528,515.6999999999999
TRX-55033,2014-04-10,CUST-3568,Doces,Chocolate,64.16,20,Cartão de Débito,Brasília,AM,Minimercado,EMP-188,1283.1999999999998
TRX-78389,2018-08-28,CUST-4546,Carnes,Leite Integral,83.86,9,Cartão de Crédito,Salvador,PR,Minimercado,EMP-435,754.74
TRX-85951,2018-04-19,CUST-3440,Carnes,Coca-Cola,42.36,2,Cartão de Crédito,Fortaleza,AM,Supermercado,EMP-535,84.72
TRX-61684,2020-08-26,CUST-2605,Laticínios,Leite Integral,24.81,18,Cartão de Crédito,Salvador,PR,Minimercado,EMP-467,446.58
TRX-41334,2016-11-03,CUST-1260,Laticínios,Arroz Branco,31.18,15,Boleto,Brasília,SP,Loja de Conveniência,EMP-574,467.7
TRX-28169,2024-12-13,CUST-4030,Doces,Chocolate,37.67,15,Cartão de Crédito,Rio de Janeiro,BA,Hipermercado,EMP-643,565.0500000000001
TRX-48874,2012-07-25,CUST-5420,Grãos,Filé de Frango,54.7,7,Cartão de Crédito,Brasília,PE,Supermercado,EMP-627,382.90000000000003
TRX-57708,2022-01-04,CUST-7274,Frios,Leite Integral,62.29,12,Dinheiro,Belo Horizonte,AM,Supermercado,EMP-674,747.48
